Embedding,Question_type,retrieved_col_used,k_eval,Best@5,MRR@10,nDCG@10,Hit@5,Recall@10,num_chunks_retrieved_raw,num_chunks_retrieved_dedup,dedup_ratio
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.869189637250052,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.0,0.0,0.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8306349046413164,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.8372758581549448,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.14285714285714285,0.5643398883521734,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6889234657543797,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7979980553871129,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.7798963544352987,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7753926834409677,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7233726122302209,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9811396373311051,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8409534388075904,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8516325498295086,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9532640157442877,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.25,0.7578355960204244,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8773708888970287,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.5728461252968097,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8523472201857144,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8324472018629541,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6331583852663827,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7422329748991158,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6331583852663827,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8733683229467235,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7753926834409677,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6729808015654853,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5909478262486239,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7233726122302209,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6045023477188619,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9811396373311051,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9922385874580825,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7753926834409677,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6156012978458393,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8552883762385318,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7753926834409677,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8909254103672668,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8552883762385318,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,1.0,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.663060352260648,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.5728461252968097,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7311340247721385,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8795081714163261,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.6201049688401704,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.8085523919828194,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9201043072024359,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7565323207720728,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8402086144048716,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8909254103672668,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8324472018629541,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8552883762385318,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7642937333139903,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,1.0,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6331583852663827,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.967585115860867,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5909478262486239,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8213482517359767,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8733683229467235,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.3333333333333333,0.5110303792074372,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5797362356806025,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.869189637250052,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9246297324403894,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9123428946605182,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8441894261115545,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.869189637250052,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.772134941893381,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9819200532918083,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8733683229467235,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8441894261115545,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.912667879958178,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8598138014764853,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6156012978458393,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9635825499105617,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.8884480847803835,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.26886597522786154,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8840335966542796,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8297418482395693,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9630596906229134,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5864224010106703,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6331583852663827,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7462137866057986,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8728454636590752,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7425579601967754,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9641349378347632,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.5728461252968097,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.4130547397016814,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6045023477188619,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7395276212757309,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8661592983290074,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7507392118437523,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7642937333139903,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7753926834409677,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5909478262486239,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6954969906434034,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7175795033019003,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5967409351769444,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8773708888970287,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8154425023666122,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6888108253133357,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8297418482395693,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8486022109084641,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8441894261115545,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8239487393112488,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5827665746016472,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.680742214107403,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7395276212757309,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7642937333139903,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7233726122302209,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6947165746827002,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.8701105813991369,1.0,1.0,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7507392118437523,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.6819207149295429,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8773708888970287,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5864224010106703,1.0,0.4,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7135769373515951,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7902366428451952,1.0,0.8,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,10,0.05
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7425579601967754,1.0,0.6,200,10,0.05
