Embedding,Question_type,retrieved_col_used,k_eval,Best@5,MRR@10,nDCG@10,Hit@5,Recall@10,num_chunks_retrieved_raw,num_chunks_retrieved_dedup,dedup_ratio
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6045023477188619,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.3623379437392863,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.1,0.39968240904154606,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.8818745598913598,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.3798950311598296,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.3264728815740496,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.25,0.3161248187712223,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.663060352260648,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6626622673992113,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8598138014764853,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.8085523919828194,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8409534388075904,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.19928881659657144,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.09797563950575583,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.09021422696383823,0.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7425579601967754,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.7610359917664038,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.1,0.578821425035233,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6045023477188619,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8742379217756538,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.5728461252968097,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7565323207720728,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8077937302657386,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5909478262486239,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9248420772970051,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8909254103672668,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7753926834409677,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8661592983290074,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.0,0.0,0.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.5221293293344146,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8486022109084641,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.3333333333333333,0.5797362356806025,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6889234657543797,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6777118751863583,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5909478262486239,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7058155248096776,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9068747710298574,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9460549911265717,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6156012978458393,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6156012978458393,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6045023477188619,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9641349378347632,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,1.0,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6671876926371648,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.82212866769668,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6331583852663827,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7642937333139903,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5797362356806025,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9782642268827851,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.5728461252968097,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.5728461252968097,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7063679127338791,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5827665746016472,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.4130547397016814,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.8085523919828194,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8516325498295086,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8184728412876568,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7753926834409677,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7753926834409677,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7462137866057986,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.967585115860867,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9922385874580825,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8552883762385318,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8661592983290074,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.12663167705327652,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7311340247721385,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8733683229467235,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8184728412876568,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6156012978458393,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.8565560599288988,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.14285714285714285,0.16884223607103535,0.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9577894409822412,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.0,0.0,0.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9096375410371335,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7898168037401361,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9208491316051547,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.8847922583713603,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9752338879617406,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.14285714285714285,0.3934495526300677,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6331583852663827,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5864224010106703,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.0,0.0,0.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5967409351769444,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5827665746016472,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.125,0.15979138559512832,0.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7058155248096776,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6045023477188619,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6671876926371648,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5909478262486239,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5864224010106703,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5967409351769444,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.7663418329650605,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.4130547397016814,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7395276212757309,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.792949770861511,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7507392118437523,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,0.0,0.0,0.09021422696383823,0.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7462137866057986,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7753926834409677,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6331583852663827,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6156012978458393,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6331583852663827,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7135769373515951,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5909478262486239,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5864224010106703,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7422329748991158,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5909478262486239,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6156012978458393,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5909478262486239,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6766366279745085,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.9020243604942442,1.0,0.8,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7425579601967754,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6331583852663827,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6045023477188619,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5909478262486239,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.5728461252968097,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,0.5,0.6708217648025655,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6331583852663827,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7395276212757309,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5909478262486239,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.5065267082131061,1.0,0.2,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6045023477188619,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.8945577792034732,1.0,1.0,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6156012978458393,1.0,0.4,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.7753926834409677,1.0,0.6,200,50,0.25
e5-large-v2,GQ,retrieved_chunk_ids_reranked,50,1.0,1.0,0.6663180938082345,1.0,0.4,200,50,0.25
